FECHA,HORA,TEMPERATURA (degree C),PRECIPITACION (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (degree),VELOCIDAD DEL VIENTO (m/s)
01/01/2021,00:00,20.7,0,83,187,2.9
01/01/2021,01:00,20.3,0,85,169,1.9
01/01/2021,02:00,20,0,87,115,1.3
01/01/2021,03:00,18.9,0,93,112,1.4
01/01/2021,04:00,18.6,0,96,180,1
01/01/2021,05:00,19.5,0,92,187,0.9
01/01/2021,06:00,20.2,0,86,184,1.4
01/01/2021,07:00,19.4,0,91,135,1
01/01/2021,08:00,21,0,86,158,1.1
01/01/2021,09:00,23.2,0,76,110,1
01/01/2021,10:00,25.4,0,65,210,1
01/01/2021,11:00,27.3,0,59,353,0.5
01/01/2021,12:00,28.5,0,55,193,2.7
01/01/2021,13:00,29.2,0,53,199,2.8
01/01/2021,14:00,30.2,0,50,157,2.3
01/01/2021,15:00,30.3,0,50,203,4.7
01/01/2021,16:00,29.6,0,51,207,6.3
01/01/2021,17:00,27.4,0,58,202,5.2
01/01/2021,18:00,25.9,0,62,194,5.7
01/01/2021,19:00,24.5,0,66,191,5.6
01/01/2021,20:00,23.6,0,71,183,2.9
01/01/2021,21:00,22.9,0,77,191,3.1
01/01/2021,22:00,23,0,73,194,3.4
01/01/2021,23:00,22.8,0,74,190,3.4
02/01/2021,00:00,22.3,0,76,180,2.3
02/01/2021,01:00,22.2,0,76,185,2.4
02/01/2021,02:00,22,0,78,187,2.3
02/01/2021,03:00,21.4,0,80,188,2.4
02/01/2021,04:00,21.2,0,81,191,2.1
02/01/2021,05:00,20.8,0,81,193,1.9
02/01/2021,06:00,20.3,0,82,171,1.3
02/01/2021,07:00,20.1,0,83,185,2
02/01/2021,08:00,20.9,0,81,183,1.5
02/01/2021,09:00,22.8,0,75,262,0.8
02/01/2021,10:00,24.5,0,68,300,1.5
02/01/2021,11:00,27.5,0,58,314,2
02/01/2021,12:00,30.1,0,50,206,1.9
02/01/2021,13:00,30.5,0,50,197,4.1
02/01/2021,14:00,30,0,51,203,4.3
02/01/2021,15:00,30,0,51,198,5.1
02/01/2021,16:00,28.8,0,54,207,6.7
02/01/2021,17:00,27,0,59,195,6.4
02/01/2021,18:00,24.8,0,65,191,5.2
02/01/2021,19:00,23.4,0,72,180,5.3
02/01/2021,20:00,22,0,80,192,4.6
02/01/2021,21:00,21.1,0,87,189,3.9
02/01/2021,22:00,20.8,0,90,184,4
02/01/2021,23:00,20.7,0,90,177,2.8
03/01/2021,00:00,20.3,0.1,94,165,1.7
03/01/2021,01:00,20,0,98,109,1.3
03/01/2021,02:00,19.9,0,100,96,0.6
03/01/2021,03:00,19.9,0,100,88,0.7
03/01/2021,04:00,19.9,0,100,142,1.5
03/01/2021,05:00,19.5,0,100,122,1.3
03/01/2021,06:00,19.7,0,100,182,2.3
03/01/2021,07:00,19.8,0,100,159,0.8
03/01/2021,08:00,21.1,0,94,181,1.9
03/01/2021,09:00,23.2,0,83,178,1.6
03/01/2021,10:00,23.9,0,80,182,2.8
03/01/2021,11:00,26.4,0,70,186,2.2
03/01/2021,12:00,28.7,0,60,190,3.3
03/01/2021,13:00,30.2,0,56,201,3.7
03/01/2021,14:00,30.7,0,54,200,4.5
03/01/2021,15:00,30.1,0,54,208,7.1
03/01/2021,16:00,28.7,0,56,196,7.2
03/01/2021,17:00,27.5,0,60,193,7.9
03/01/2021,18:00,25.1,0,67,192,7.4
03/01/2021,19:00,23.3,0,72,188,6.1
03/01/2021,20:00,22.3,0,77,185,5.6
03/01/2021,21:00,21.2,0,85,185,4.5
03/01/2021,22:00,20.7,0,87,186,3.6
03/01/2021,23:00,20.4,0,89,186,2.9
04/01/2021,00:00,20.6,0,88,185,1.9
04/01/2021,01:00,20.3,0,89,157,1.4
04/01/2021,02:00,20.3,0,90,188,2.5
04/01/2021,03:00,20,0,91,119,1.2
04/01/2021,04:00,19.8,0,93,174,1.3
04/01/2021,05:00,19.8,0,93,133,0.7
04/01/2021,06:00,19.7,0,96,1,S/D
04/01/2021,07:00,19.9,0,96,155,1
04/01/2021,08:00,20.8,0,91,187,1.4
04/01/2021,09:00,21.7,0,87,187,1
04/01/2021,10:00,23.7,0,76,224,0.9
04/01/2021,11:00,25.1,0,70,187,2.6
04/01/2021,12:00,28.2,0,59,198,2.3
04/01/2021,13:00,29.6,0,54,211,3.6
04/01/2021,14:00,30.6,0,51,206,3.5
04/01/2021,15:00,30.6,0,51,204,7
04/01/2021,16:00,29,0,55,204,7.2
04/01/2021,17:00,27.2,0,61,199,7
04/01/2021,18:00,25.4,0,67,197,5.8
04/01/2021,19:00,24.1,0,71,190,4.9
04/01/2021,20:00,23.4,0,73,178,3.6
04/01/2021,21:00,22.8,0,76,175,2.9
04/01/2021,22:00,22.7,0,78,188,2.2
04/01/2021,23:00,22.4,0,80,136,1.3
05/01/2021,00:00,22,0,83,114,1.1
05/01/2021,01:00,21.7,0,86,188,0.9
05/01/2021,02:00,21.7,0,84,178,1.1
05/01/2021,03:00,21.5,0,86,149,0.9
05/01/2021,04:00,20.8,0,89,188,1.7
05/01/2021,05:00,20.3,0,91,181,1
05/01/2021,06:00,19.2,0,96,140,0.9
05/01/2021,07:00,19.7,0,98,171,0.9
05/01/2021,08:00,22,0,86,175,1.3
05/01/2021,09:00,24.3,0,74,172,0.9
05/01/2021,10:00,27,0,62,272,0.5
05/01/2021,11:00,28.2,0,57,196,3.3
05/01/2021,12:00,28.7,0,57,188,4
05/01/2021,13:00,29.4,0,54,196,2.5
05/01/2021,14:00,30.8,0,51,187,3.2
05/01/2021,15:00,30.5,0,51,204,6.4
05/01/2021,16:00,29.1,0,54,206,7.5
05/01/2021,17:00,27.6,0,56,197,6.6
05/01/2021,18:00,25.6,0,62,194,6.5
05/01/2021,19:00,24.4,0,64,194,5.2
05/01/2021,20:00,23.6,0,67,193,3.5
05/01/2021,21:00,22.2,0,74,169,2
05/01/2021,22:00,21.7,0,79,182,3
05/01/2021,23:00,21.4,0,82,179,2.1
06/01/2021,00:00,21.2,0,82,100,1.5
06/01/2021,01:00,20.1,0,88,114,0.7
06/01/2021,02:00,20.2,0,89,128,0.8
06/01/2021,03:00,20.6,0,89,142,0.8
06/01/2021,04:00,20.5,0,88,198,1.6
06/01/2021,05:00,19.8,0,90,138,1.3
06/01/2021,06:00,19.3,0,95,90,1
06/01/2021,07:00,19.5,0,95,1,S/D
06/01/2021,08:00,22.8,0,82,227,0.7
06/01/2021,09:00,24.2,0,70,258,0.7
06/01/2021,10:00,25.3,0,67,169,1.1
06/01/2021,11:00,26.1,0,63,188,2.2
06/01/2021,12:00,27.4,0,58,218,0.9
06/01/2021,13:00,28.9,0,54,205,2.3
06/01/2021,14:00,30.2,0,50,171,4.1
06/01/2021,15:00,30.3,0,50,203,5.8
06/01/2021,16:00,29,0,53,198,5.6
06/01/2021,17:00,27.5,0,56,191,5.9
06/01/2021,18:00,25.9,0,60,193,5.7
06/01/2021,19:00,25.1,0,62,190,5
06/01/2021,20:00,24.4,0,65,187,4.3
06/01/2021,21:00,23.9,0,67,185,3.3
06/01/2021,22:00,23.5,0,68,183,3
06/01/2021,23:00,23,0,71,195,2.8
07/01/2021,00:00,22.5,0,73,195,2.4
07/01/2021,01:00,21.8,0,78,186,1.5
07/01/2021,02:00,21,0,82,118,1.2
07/01/2021,03:00,20.3,0,87,130,0.7
07/01/2021,04:00,19.7,0,90,122,0.7
07/01/2021,05:00,19.4,0,91,132,0.9
07/01/2021,06:00,19.8,0,92,122,0.7
07/01/2021,07:00,19.9,0,92,150,0.8
07/01/2021,08:00,21.5,0,85,180,1.8
07/01/2021,09:00,23.7,0,73,185,1.3
07/01/2021,10:00,25.2,0,66,283,1
07/01/2021,11:00,27.1,0,60,99,0.5
07/01/2021,12:00,28,0,58,218,0.8
07/01/2021,13:00,28,0,56,208,2.2
07/01/2021,14:00,28.9,0,54,233,1.4
07/01/2021,15:00,27.8,0,57,196,5.5
07/01/2021,16:00,27.6,0,58,203,5.4
07/01/2021,17:00,26.8,0,60,201,5.7
07/01/2021,18:00,25.6,0,63,194,5.2
07/01/2021,19:00,24.4,0,66,182,4.2
07/01/2021,20:00,23.2,0,73,176,3.3
07/01/2021,21:00,22.1,0,79,144,2.5
07/01/2021,22:00,21.9,0,81,178,2.3
07/01/2021,23:00,21.9,0,80,117,2.1
08/01/2021,00:00,20.4,0,87,130,1.4
08/01/2021,01:00,20.6,0,88,113,1.2
08/01/2021,02:00,20.5,0,89,177,1.6
08/01/2021,03:00,20.6,0,88,191,2.5
08/01/2021,04:00,20.3,0,90,123,0.8
08/01/2021,05:00,19.7,0,93,168,1.3
08/01/2021,06:00,19.6,0,96,179,1.7
08/01/2021,07:00,19.7,0,97,187,1.9
08/01/2021,08:00,22.2,0,85,212,0.7
08/01/2021,09:00,25,0,70,313,1.3
08/01/2021,10:00,27,0,61,232,0.8
08/01/2021,11:00,27.7,0,58,184,2.7
08/01/2021,12:00,29,0,54,194,2.3
08/01/2021,13:00,30,0,52,185,4
08/01/2021,14:00,31,0,50,193,4
08/01/2021,15:00,31.3,0,49,199,5.6
08/01/2021,16:00,30.4,0,51,201,6.5
08/01/2021,17:00,27.9,0,58,201,6.4
08/01/2021,18:00,26.7,0,58,193,5.9
08/01/2021,19:00,25.9,0,61,197,4.1
08/01/2021,20:00,24.9,0,67,185,4.4
08/01/2021,21:00,23.2,0,78,184,4.8
08/01/2021,22:00,22.8,0,80,187,3.4
08/01/2021,23:00,22.5,0,82,189,2.9
09/01/2021,00:00,22.2,0,84,188,2.7
09/01/2021,01:00,21.3,0,91,166,0.9
09/01/2021,02:00,20.9,0.1,96,176,0.8
09/01/2021,03:00,20.6,0.1,100,195,0.9
09/01/2021,04:00,20.5,0.1,100,192,1.2
09/01/2021,05:00,20.1,0,100,181,1
09/01/2021,06:00,20,0.1,100,182,1.6
09/01/2021,07:00,19.9,0.1,100,186,2.2
09/01/2021,08:00,20.2,0,100,188,1.8
09/01/2021,09:00,22,0.1,96,276,0.8
09/01/2021,10:00,23.3,0,87,246,0.9
09/01/2021,11:00,24.7,0.1,79,263,0.9
09/01/2021,12:00,25.9,0,75,180,1.8
09/01/2021,13:00,26.6,0.1,70,213,1.7
09/01/2021,14:00,26.8,0,70,192,3.5
09/01/2021,15:00,26.9,0,68,196,2.9
09/01/2021,16:00,26.2,0.1,71,212,4.4
09/01/2021,17:00,25.2,0,69,208,4.8
09/01/2021,18:00,24,0,72,185,3.5
09/01/2021,19:00,21.4,0,91,155,1.8
09/01/2021,20:00,20.5,0.1,100,183,2.7
09/01/2021,21:00,20.7,0,100,114,1.1
09/01/2021,22:00,20.7,0,100,95,1.5
09/01/2021,23:00,20.6,0,100,188,1.5
10/01/2021,00:00,20.6,0,100,181,1.7
10/01/2021,01:00,20.4,0.1,100,144,1.2
10/01/2021,02:00,20.3,0,100,123,1
10/01/2021,03:00,20.2,0,100,86,0.3
10/01/2021,04:00,20,0,100,172,1.3
10/01/2021,05:00,19.9,0.1,100,121,1.2
10/01/2021,06:00,19.9,0,100,87,0.6
10/01/2021,07:00,19.8,0,100,150,0.6
10/01/2021,08:00,20.7,0,100,144,0.7
10/01/2021,09:00,23.2,0,90,198,1
10/01/2021,10:00,25.4,0.1,76,248,1
10/01/2021,11:00,26.6,0,72,198,2.2
10/01/2021,12:00,27.5,0,68,203,1.9
10/01/2021,13:00,27.9,0,67,188,2.9
10/01/2021,14:00,27.6,0,66,213,2.9
10/01/2021,15:00,27.9,0.1,64,205,2.5
10/01/2021,16:00,27,0,63,210,4.4
10/01/2021,17:00,25.9,0,64,211,4.4
10/01/2021,18:00,25.3,0,65,198,3.7
10/01/2021,19:00,24.8,0,67,195,3.3
10/01/2021,20:00,23.9,0,72,171,3
10/01/2021,21:00,23,0.1,76,179,3.5
10/01/2021,22:00,22.4,0,79,191,3.9
10/01/2021,23:00,21.7,0,82,174,3
11/01/2021,00:00,21.4,0,83,175,2.9
11/01/2021,01:00,21.2,0,83,192,2.2
11/01/2021,02:00,20.7,0,86,119,1.3
11/01/2021,03:00,19.8,0,92,139,1.6
11/01/2021,04:00,19.2,0.1,96,100,1
11/01/2021,05:00,18.8,0,98,121,0.8
11/01/2021,06:00,18.6,0,100,87,1.2
11/01/2021,07:00,19,0,100,1,S/D
11/01/2021,08:00,20.8,0,94,142,0.4
11/01/2021,09:00,24.1,0,75,197,1
11/01/2021,10:00,25.9,0,67,206,1.4
11/01/2021,11:00,27.1,0,62,242,1.3
11/01/2021,12:00,28.3,0.1,59,186,2.2
11/01/2021,13:00,28.9,0,57,194,2.7
11/01/2021,14:00,29.3,0,56,200,1.7
11/01/2021,15:00,29.9,0,54,207,5.2
11/01/2021,16:00,28.5,0,55,210,4.6
11/01/2021,17:00,26.7,0,60,202,6
11/01/2021,18:00,25.9,0,62,195,4.7
11/01/2021,19:00,25,0,65,177,3.6
11/01/2021,20:00,23.9,0,71,175,3.6
11/01/2021,21:00,22.9,0,75,183,4
11/01/2021,22:00,22.1,0,79,184,4.1
11/01/2021,23:00,22,0,80,169,2
12/01/2021,00:00,21.7,0,82,201,2.7
12/01/2021,01:00,21.4,0,82,186,2
12/01/2021,02:00,21.1,0,84,124,1.1
12/01/2021,03:00,20,0,90,158,1.2
12/01/2021,04:00,20.2,0,90,153,1
12/01/2021,05:00,19.8,0.1,94,130,0.8
12/01/2021,06:00,20,0,93,147,0.6
12/01/2021,07:00,20.2,0,92,163,1.1
12/01/2021,08:00,21.2,0,87,195,1.4
12/01/2021,09:00,22.5,0,81,190,1.9
12/01/2021,10:00,24.3,0,73,184,0.5
12/01/2021,11:00,27.1,0,61,261,1.5
12/01/2021,12:00,28.6,0,57,179,2.2
12/01/2021,13:00,28.6,0,56,206,2.4
12/01/2021,14:00,29.6,0,54,267,1.6
12/01/2021,15:00,29.2,0,54,206,4.3
12/01/2021,16:00,28.3,0,55,206,5.3
12/01/2021,17:00,28.1,0,53,207,5.3
12/01/2021,18:00,27.6,0,53,200,5.4
12/01/2021,19:00,25.8,0,58,195,4
12/01/2021,20:00,24.9,0,64,177,2.6
12/01/2021,21:00,24.4,0,67,182,2.4
12/01/2021,22:00,23.7,0,71,187,3.4
12/01/2021,23:00,22.6,0,76,94,1.7
13/01/2021,00:00,22.5,0,79,181,2.3
13/01/2021,01:00,22.7,0,77,179,1.7
13/01/2021,02:00,22.4,0,78,180,1.4
13/01/2021,03:00,21.9,0,80,158,2
13/01/2021,04:00,21.1,0,86,106,0.9
13/01/2021,05:00,20.9,0,86,115,0.7
13/01/2021,06:00,20,0,91,142,1.4
13/01/2021,07:00,19.9,0,92,123,1
13/01/2021,08:00,22.2,0,82,183,1.6
13/01/2021,09:00,24.7,0,72,307,1.4
13/01/2021,10:00,27.2,0,62,275,1.1
13/01/2021,11:00,28.5,0,55,186,3.3
13/01/2021,12:00,29.6,0,52,190,2.7
13/01/2021,13:00,30.6,0,50,190,2
13/01/2021,14:00,31.4,0,48,207,3.3
13/01/2021,15:00,30.2,0,49,203,5.9
13/01/2021,16:00,28.1,0,54,205,7.3
13/01/2021,17:00,26.4,0,58,204,6.6
13/01/2021,18:00,25.6,0,60,194,5.9
13/01/2021,19:00,25,0,63,184,4.3
13/01/2021,20:00,23.6,0,71,178,3.1
13/01/2021,21:00,22.6,0.1,80,187,2.8
13/01/2021,22:00,22.4,0,80,181,3.1
13/01/2021,23:00,22.4,0,79,186,3.5
14/01/2021,00:00,22.1,0,81,191,3.3
14/01/2021,01:00,21.4,0,85,168,1.9
14/01/2021,02:00,20.7,0,91,148,1.5
14/01/2021,03:00,20.5,0,92,108,1.4
14/01/2021,04:00,20.6,0,95,85,1.1
14/01/2021,05:00,21,0,92,133,0.9
14/01/2021,06:00,21.1,0,92,163,0.8
14/01/2021,07:00,21.2,0,89,181,1.7
14/01/2021,08:00,21.8,0,85,186,2.5
14/01/2021,09:00,23.4,0,79,194,1.3
14/01/2021,10:00,25.8,0,67,253,1.1
14/01/2021,11:00,26.6,0,63,138,1.9
14/01/2021,12:00,27.4,0,61,175,1.9
14/01/2021,13:00,27.8,0,59,217,2.1
14/01/2021,14:00,28.8,0,55,137,1.6
14/01/2021,15:00,29.2,0,54,143,1.2
14/01/2021,16:00,28.7,0,53,205,4.4
14/01/2021,17:00,27.6,0,55,207,5
14/01/2021,18:00,26.2,0,58,206,5.3
14/01/2021,19:00,25.3,0,63,194,4.5
14/01/2021,20:00,24.8,0,66,183,3.7
14/01/2021,21:00,24.2,0,68,185,3.7
14/01/2021,22:00,23.7,0,72,177,2.7
14/01/2021,23:00,23.4,0,73,176,2.3
15/01/2021,00:00,23.2,0,74,182,2.4
15/01/2021,01:00,23.1,0,75,175,1.9
15/01/2021,02:00,22.5,0,78,90,1.2
15/01/2021,03:00,22.1,0,83,137,1
15/01/2021,04:00,21.2,0,92,198,0.8
15/01/2021,05:00,21.1,0,96,161,0.5
15/01/2021,06:00,21.1,0,96,85,0.7
15/01/2021,07:00,21.2,0,98,84,0.8
15/01/2021,08:00,22.1,0,93,152,0.7
15/01/2021,09:00,23.3,0,85,156,0.8
15/01/2021,10:00,24.1,0,82,115,0.9
15/01/2021,11:00,25.8,0,72,169,1
15/01/2021,12:00,26.2,0,70,158,1.3
15/01/2021,13:00,27.2,0,64,189,0.9
15/01/2021,14:00,28.9,0,59,194,1.8
15/01/2021,15:00,28.7,0,62,199,5.9
15/01/2021,16:00,28.1,0,62,198,6.6
15/01/2021,17:00,26.7,0,64,197,6.1
15/01/2021,18:00,25.5,0,68,193,6
15/01/2021,19:00,24.7,0,70,192,5.6
15/01/2021,20:00,24.3,0,72,173,3.2
15/01/2021,21:00,23.8,0,75,178,2.9
15/01/2021,22:00,23.4,0,77,170,1.6
15/01/2021,23:00,23.2,0,78,190,2.2
16/01/2021,00:00,23.1,0,79,139,0.8
16/01/2021,01:00,22.4,0,84,183,2.1
16/01/2021,02:00,22.4,0,84,177,1.7
16/01/2021,03:00,21.4,0.3,93,167,1
16/01/2021,04:00,20.7,0.3,100,117,0.6
16/01/2021,05:00,20.8,0.3,100,124,0.7
16/01/2021,06:00,20.8,0.1,100,1,S/D
16/01/2021,07:00,21,0.2,100,145,0.6
16/01/2021,08:00,21.4,0.1,100,124,0.7
16/01/2021,09:00,22.4,0.1,99,272,0.6
16/01/2021,10:00,24,0.2,92,188,1.5
16/01/2021,11:00,24.9,0,85,187,2.7
16/01/2021,12:00,25,0.1,83,191,4.3
16/01/2021,13:00,25,0.1,84,190,4.8
16/01/2021,14:00,25.2,0.1,83,193,4.8
16/01/2021,15:00,24.8,0,87,194,4.9
16/01/2021,16:00,25.2,0.1,87,191,3.8
16/01/2021,17:00,25.4,0,84,201,4.2
16/01/2021,18:00,25.2,0,83,194,5
16/01/2021,19:00,23.9,0.1,87,184,4.1
16/01/2021,20:00,23.2,0,90,174,3.1
16/01/2021,21:00,22.5,0,90,175,2.9
16/01/2021,22:00,22.2,0,90,181,3.5
16/01/2021,23:00,22.2,0,88,185,2.2
17/01/2021,00:00,22.1,0.1,88,164,2.4
17/01/2021,01:00,22.1,0,89,188,2.3
17/01/2021,02:00,22.1,0,88,184,1
17/01/2021,03:00,21.9,0,91,114,0.7
17/01/2021,04:00,21.7,0,94,104,1
17/01/2021,05:00,21.8,0.1,95,1,S/D
17/01/2021,06:00,21.7,0,97,246,0.6
17/01/2021,07:00,21.8,0,97,158,0.6
17/01/2021,08:00,22.1,0,96,189,1.9
17/01/2021,09:00,24.4,0,86,328,1
17/01/2021,10:00,26.5,0,73,213,0.8
17/01/2021,11:00,27.7,0.1,70,172,2.7
17/01/2021,12:00,28.8,0,65,191,2.3
17/01/2021,13:00,30.2,0,59,204,3.2
17/01/2021,14:00,30.9,0,56,201,4.8
17/01/2021,15:00,31.1,0,53,205,6.7
17/01/2021,16:00,29.6,0,55,203,6.9
17/01/2021,17:00,27.4,0,61,198,6.1
17/01/2021,18:00,25.8,0,65,203,6.4
17/01/2021,19:00,25.2,0,67,192,4.1
17/01/2021,20:00,24.8,0,69,172,3.1
17/01/2021,21:00,23.9,0,72,177,3.6
17/01/2021,22:00,23.2,0,74,195,2.6
17/01/2021,23:00,23.1,0,74,188,2.9
18/01/2021,00:00,22.6,0,77,175,2.5
18/01/2021,01:00,22.2,0,79,172,1.6
18/01/2021,02:00,21.8,0,82,117,1.1
18/01/2021,03:00,21.4,0,86,137,1.2
18/01/2021,04:00,21.4,0,86,144,0.9
18/01/2021,05:00,21.3,0.1,87,188,2.2
18/01/2021,06:00,21.2,0,86,115,0.6
18/01/2021,07:00,21,0,89,132,0.9
18/01/2021,08:00,21.7,0,86,160,1.2
18/01/2021,09:00,23.1,0,80,184,1
18/01/2021,10:00,24.3,0,75,237,0.8
18/01/2021,11:00,26.1,0,69,321,1.7
18/01/2021,12:00,27.1,0,64,199,1.2
18/01/2021,13:00,28.2,0,61,217,1.7
18/01/2021,14:00,27.9,0,63,176,2.5
18/01/2021,15:00,28.2,0,62,202,3.1
18/01/2021,16:00,28.3,0,62,196,3.6
18/01/2021,17:00,27.1,0,62,195,5.5
18/01/2021,18:00,25.3,0,66,185,5.3
18/01/2021,19:00,24.6,0,69,171,3
18/01/2021,20:00,24.4,0,70,191,3.3
18/01/2021,21:00,23.8,0,72,189,3
18/01/2021,22:00,23.6,0,73,183,3.2
18/01/2021,23:00,23.3,0,75,178,2.6
19/01/2021,00:00,22.7,0,78,185,2
19/01/2021,01:00,21.9,0,82,147,1
19/01/2021,02:00,21,0,87,102,0.8
19/01/2021,03:00,20.5,0,91,78,0.6
19/01/2021,04:00,20.7,0,92,157,0.7
19/01/2021,05:00,21,0,93,1,S/D
19/01/2021,06:00,21.3,0,91,169,1.5
19/01/2021,07:00,21,0,90,170,2
19/01/2021,08:00,21.6,0,87,181,1.4
19/01/2021,09:00,23,0,82,169,0.8
19/01/2021,10:00,25.3,0,72,268,1.1
19/01/2021,11:00,27.3,0,62,325,2.1
19/01/2021,12:00,28.6,0,58,190,2.4
19/01/2021,13:00,30.3,0,52,215,2.4
19/01/2021,14:00,30.8,0,50,204,3.1
19/01/2021,15:00,30.4,0,53,206,4.4
19/01/2021,16:00,29.7,0,52,211,5.2
19/01/2021,17:00,28,0,55,205,4.7
19/01/2021,18:00,27,0,57,195,3.8
19/01/2021,19:00,26.5,0,61,185,2.9
19/01/2021,20:00,25.9,0,64,178,3.2
19/01/2021,21:00,25.1,0,67,182,2.8
19/01/2021,22:00,24.5,0,69,188,3.3
19/01/2021,23:00,24.1,0,71,196,3.3
20/01/2021,00:00,23.7,0,73,190,3
20/01/2021,01:00,23.4,0,75,193,3.2
20/01/2021,02:00,23.1,0,75,185,2.3
20/01/2021,03:00,22.6,0,76,191,1.8
20/01/2021,04:00,21.8,0,79,115,1.2
20/01/2021,05:00,21.8,0,81,100,1.1
20/01/2021,06:00,21.7,0,84,106,0.8
20/01/2021,07:00,21.7,0,85,95,0.7
20/01/2021,08:00,22.7,0,80,168,0.9
20/01/2021,09:00,24.2,0,73,173,0.9
20/01/2021,10:00,25.5,0,68,189,2.4
20/01/2021,11:00,27.6,0,60,193,3
20/01/2021,12:00,28.7,0,56,200,2.5
20/01/2021,13:00,29.6,0,54,189,2.5
20/01/2021,14:00,30.8,0,51,199,3.7
20/01/2021,15:00,30.8,0,51,203,5.6
20/01/2021,16:00,28.7,0,56,195,6.1
20/01/2021,17:00,27.4,0,60,195,7
20/01/2021,18:00,26.3,0,63,194,6.7
20/01/2021,19:00,25.7,0,65,179,3.9
20/01/2021,20:00,24.4,0,72,186,4.1
20/01/2021,21:00,23.4,0,75,186,4
20/01/2021,22:00,23.3,0,77,195,2.7
20/01/2021,23:00,23.2,0,77,193,2.5
21/01/2021,00:00,23,0,78,193,2.2
21/01/2021,01:00,22.3,0,81,192,2.7
21/01/2021,02:00,21.9,0,84,184,2.4
21/01/2021,03:00,21.5,0,87,192,2.1
21/01/2021,04:00,21.5,0,87,150,1.1
21/01/2021,05:00,21.4,0,88,188,1.5
21/01/2021,06:00,21.1,0,89,127,1.2
21/01/2021,07:00,20.8,0,93,113,0.6
21/01/2021,08:00,21.9,0,89,162,0.6
21/01/2021,09:00,24.2,0,78,132,0.6
21/01/2021,10:00,26.5,0,65,184,1
21/01/2021,11:00,28.6,0,56,198,1.8
21/01/2021,12:00,29.5,0,54,182,2.7
21/01/2021,13:00,29.7,0,54,203,3.5
21/01/2021,14:00,29.5,0,54,205,3.7
21/01/2021,15:00,28.8,0,56,206,5.4
21/01/2021,16:00,27.2,0,59,205,6.4
21/01/2021,17:00,26.4,0,61,195,4.7
21/01/2021,18:00,25.9,0,61,191,4.6
21/01/2021,19:00,25.3,0,63,188,4.5
21/01/2021,20:00,24.4,0,68,172,3.5
21/01/2021,21:00,23.7,0,72,177,3.5
21/01/2021,22:00,23,0,75,177,3.7
21/01/2021,23:00,22.8,0,76,184,2.8
22/01/2021,00:00,22.8,0,76,186,3.1
22/01/2021,01:00,22.3,0,79,187,2.8
22/01/2021,02:00,21.9,0,83,109,1.5
22/01/2021,03:00,21.2,0,87,103,1.4
22/01/2021,04:00,21.3,0,87,109,0.9
22/01/2021,05:00,21.1,0,88,123,0.6
22/01/2021,06:00,20.7,0,91,122,1
22/01/2021,07:00,21,0,90,150,0.8
22/01/2021,08:00,23,0,81,190,2
22/01/2021,09:00,24.9,0,71,186,1.4
22/01/2021,10:00,26.8,0,62,202,1.8
22/01/2021,11:00,28,0,58,199,2.4
22/01/2021,12:00,29.5,0,55,187,1.9
22/01/2021,13:00,30.8,0,51,209,1.4
22/01/2021,14:00,30.7,0,51,315,1.3
22/01/2021,15:00,30.3,0,52,206,4.4
22/01/2021,16:00,28.8,0,55,207,5.9
22/01/2021,17:00,27.6,0,58,201,5.3
22/01/2021,18:00,26.7,0,60,186,5.3
22/01/2021,19:00,25.5,0,63,177,4.2
22/01/2021,20:00,24.4,0,68,181,4.8
22/01/2021,21:00,23.3,0,73,184,3.5
22/01/2021,22:00,23,0,76,193,3.4
22/01/2021,23:00,23.1,0,76,188,3
23/01/2021,00:00,23.1,0,76,178,2.1
23/01/2021,01:00,22.7,0,78,185,1.5
23/01/2021,02:00,22.2,0,81,117,0.8
23/01/2021,03:00,21.5,0,84,117,1.1
23/01/2021,04:00,21.1,0,88,86,0.8
23/01/2021,05:00,21.2,0,88,1,S/D
23/01/2021,06:00,21,0,89,176,1
23/01/2021,07:00,20.9,0,92,96,0.5
23/01/2021,08:00,21.7,0,88,194,1.9
23/01/2021,09:00,24.2,0,75,180,1.3
23/01/2021,10:00,25.9,0,68,178,0.9
23/01/2021,11:00,28.6,0,58,329,2.5
23/01/2021,12:00,30.4,0,52,269,1.5
23/01/2021,13:00,31.1,0,50,228,1.2
23/01/2021,14:00,32,0,49,196,3.5
23/01/2021,15:00,32.5,0,47,208,4.6
23/01/2021,16:00,30.6,0,52,204,6.4
23/01/2021,17:00,28.4,0,57,202,7.1
23/01/2021,18:00,26.9,0,61,197,5.2
23/01/2021,19:00,26.6,0,60,182,3.8
23/01/2021,20:00,25.6,0,65,186,4.5
23/01/2021,21:00,24.5,0,70,193,4.6
23/01/2021,22:00,23.7,0,72,186,3.9
23/01/2021,23:00,23.6,0,73,185,3.9
24/01/2021,00:00,23.5,0,74,188,2.6
24/01/2021,01:00,23.2,0,74,189,3.3
24/01/2021,02:00,22.9,0,76,200,2
24/01/2021,03:00,21.7,0.2,87,140,1
24/01/2021,04:00,20.6,0.2,99,1,S/D
24/01/2021,05:00,20.8,0.1,100,1,S/D
24/01/2021,06:00,21.3,0.2,100,1,S/D
24/01/2021,07:00,21.6,0.1,100,1,S/D
24/01/2021,08:00,22.2,0.1,98,319,0.6
24/01/2021,09:00,24.6,0,82,296,1
